¿Qué significa el nombre del ministerio 'Hasag v emats'?,Esfuérzate y sé valiente.
¿Cuál es el propósito principal de la enseñanza en Hasag v emats?,Enseñar las raíces hebreas e incorporar la Torá en la vida diaria para conocer al Creador.
¿Qué significado tiene el término hebreo $Mishpatim$?,Juicios.
"Según la enseñanza, ¿qué es la restauración de la fe original?","Volver a la fe bíblica y a un estilo de vida conforme a la palabra del Eterno, alejándose de fragmentaciones denominacionales."
¿Cuál es la crítica principal de Yeshua al liderazgo religioso en Marcos $7:8-9$?,Invalidar el mandamiento de Elohim para aferrarse a la tradición de los hombres.
"En el contexto de Jeremías $2:13$, ¿qué representa la 'fuente de agua viva'?",Al Eterno y su instrucción (Torá).
"En la metáfora de Jeremías $2:13$, ¿qué son las 'cisternas rotas'?",Sistemas religiosos de hombres que no retienen la palabra viva de Adonay.
¿Cómo se define el término 'sincretismo' en la enseñanza?,"Mezclar lo santo con lo profano, como adoptar costumbres paganas para adorar al Eterno."
"Según Isaías $55$, ¿con qué elemento natural se compara la palabra ($Dabar$) del Eterno?",Con la lluvia que desciende para hacer germinar la tierra y producir fruto.
Concepto: $Anomía$,Se refiere a una religión sin Torá o sin ley.
Concepto: Apostasía,"Es el rechazo a la verdad, cuando la desobediencia a la palabra del Eterno se vuelve religión."
¿A qué se refieren las 'sendas antiguas' mencionadas en Jeremías $6:16$?,A las sendas eternas o el diseño original establecido por el Creador desde el principio.
¿Qué significa el término hebreo $Olam$?,"Eternidad, o algo que está fuera de la concepción y límites de la mente humana."
¿Cuál es la función de la Torá de Adonay según Salmos $19:7$?,Es perfecta y tiene el potencial de convertir el alma.
¿Qué advierte Deuteronomio $4:2$ respecto a la palabra del Eterno?,No se debe añadir ni disminuir nada de lo que Él manda.
"Según Ezequiel $22:26$, ¿cuál es la falta de los sacerdotes que profanan al Eterno?","No hacer diferencia entre lo santo y lo profano, ni distinguir entre lo inmundo y lo limpio."
¿Qué significa la palabra hebrea $Kadosh$?,"Santo, apartado o separado conforme a la voluntad del Eterno."
"Según Éxodo $20:8-11$, ¿qué día es el Shabat?",El séptimo día.
¿Cuál es el origen del domingo como día solemne según la enseñanza?,"Fue decretado por hombres del sistema religioso romano, originalmente dedicado al dios solar."
Menciona tres de las fiestas bíblicas listadas en Levítico $23$.,"$Pesaj$ (Pascua), $Shavuot$ (Semanas) y $Sukkot$ (Tabernáculos)."
¿Qué dos características debe tener un animal terrestre para ser considerado limpio según Levítico $11$?,Tener pezuña hendida y rumear.
¿Cuál fue el error de los israelitas al crear el becerro de oro en Éxodo $32$?,Pretender adorar al Eterno ($YHVH$) usando sistemas y formas de adoración aprendidas de Egipto.
¿Qué prohíbe Deuteronomio $12:30-31$ respecto a las naciones paganas?,No investigar ni imitar la manera en que esas naciones sirven a sus dioses para aplicarlo al Eterno.
¿Qué afirma Yeshua sobre su relación con la Ley en Mateo $5:17$?,"Que no vino a abrogar la Ley o los Profetas, sino a cumplir."
¿Qué significa el término griego $Pleruo$ en el contexto de Mateo $5:17$?,"Llenar a plenitud, llevar a su máxima expresión o ejecutar correctamente."
¿Hasta qué momento estará vigente la Torá según Mateo $5:18$?,Hasta que pasen el cielo y la tierra y todo se haya cumplido.
"Según $1$ Juan $2:6$, ¿cómo debe vivir el que dice que permanece en el Mesías?",Debe andar como Él anduvo (en obediencia a la Torá).
¿Qué dos pilares definen a los santos en Apocalipsis $14:12$?,Guardar los mandamientos de Elohim y tener la fe de Yeshua.
"En el concepto del Reino de los Cielos, ¿qué función cumple la Torá?",Es la Constitución del Reino.
Término: $Dicosune$,"Palabra griega para justicia, equivalente al hebreo $Sedec$ o rectitud conforme a un estándar."
¿Qué prioridad establece Yeshua en Mateo $6:32-33$?,Buscar primeramente el Reino de Elohim y su justicia.
¿Por qué Yeshua advierte en Mateo $24:20$ que la huida no sea en Shabat?,Porque el Shabat seguiría siendo vigente y relevante para su pueblo en tiempos futuros.
¿Qué diferencia hay entre los términos de reposo $Shabat$ y $Nuaj$?,$Shabat$ es cesar actividades para consagrar tiempo; $Nuaj$ es un descanso restaurador o reparador.
¿A qué se refiere Yeshua con 'mi yugo' en Mateo $11:28-30$?,"A su instrucción o enseñanza de la Torá, que es ligera comparada con las tradiciones de hombres."
"Según la Torá, ¿cuál es la prioridad en la circuncisión?",La circuncisión del corazón (transformación interna y fe).
¿Cuál fue el problema con la circuncisión en el primer siglo según Hechos $15$?,"Se usaba como un rito de conversión forzada e iniciación para la salvación, ajeno al diseño original."
Término: $Talmidim$,"Discípulo o estudiante que no solo aprende información, sino que imita el carácter de su maestro."
"Según Juan $8:31$, ¿cuál es la condición para ser verdaderamente discípulo de Yeshua?",Permanecer en su palabra.
¿Qué significa el término griego $Entolé$ usado por Yeshua en Juan $12:49$?,"Mandamiento, equivalente al término hebreo $Mitva$ de la Torá."
¿Por qué la enseñanza afirma que Yeshua no trajo una ley nueva en Juan $7:16$?,"Porque Él mismo declaró que su doctrina no era suya, sino del Padre que le envió."
¿Qué característica de un líder se resalta con el término hebreo $Emet$?,"Verdad, estabilidad, firmeza y coherencia con los valores bíblicos."
"Según Proverbios $29:2$, ¿qué sucede cuando gobierna el impío?",El pueblo gime.
"En el pensamiento hebreo, ¿qué implica realmente 'creer' ($Amán$)?","Confianza que lleva a la fidelidad, permanencia y obediencia estable."
¿Cuál es la definición de 'legalismo' según la enseñanza?,Añadir mandamientos de hombres a la palabra de Elohim (como el judaísmo rabínico con la ley oral).
¿Qué es el 'antinomianismo'?,Una postura doctrinal que está en contra de la ley de Elohim o que la considera abolida.
¿Por qué se dice que el sistema religioso tradicional sufre de una crisis de autoridad?,"Porque ha desplazado la autoridad de la Escritura por la opinión de líderes, teólogos o experiencias emocionales."
¿Qué representan los 'testimonios' ($Edot$) dentro de la estructura de la Torá?,Mandamientos que funcionan como evidencia de nuestra identidad como pueblo del Eterno.
¿Qué son los 'estatutos' ($Joquim$) en la Torá?,"Ordenanzas con procedimientos específicos, a menudo relacionados con rituales, cuyo razonamiento humano puede ser limitado."
¿Cuál es el propósito de los 'juicios' ($Mishpatim$) en la sociedad?,"Regular las relaciones de justicia, igualdad y restitución entre las personas."
¿Cuál es la base del 'Evangelio dado de antemano' mencionado en Gálatas $3:8$?,La promesa hecha a Abraham de que en él serían benditas todas las naciones.
"Según $2$ Pedro $1:20$, ¿por qué ninguna profecía es de interpretación privada?","Porque no fue traída por voluntad humana, sino por hombres inspirados por el Espíritu de Santidad ($Ruaj HaKodesh$)."
¿Qué se debe buscar en un gobernante según Éxodo $18:21$?,"Varones de virtud, temerosos de Elohim, varones de verdad y que aborrezcan la avaricia."
"Según la enseñanza, ¿qué significa 'santificar' el Shabat?",Apartarlo y consagrarlo como un tiempo especial para los asuntos del Padre.
¿Qué relación hay entre el amor y la Torá según la enseñanza de Yeshua?,La Torá enseña cómo amar al Creador y al prójimo de manera correcta según los estándares divinos.
La frase 'el que dice que permanece en Él debe andar como Él anduvo' se encuentra en _____.,$1$ Juan $2:6$
El texto que define a los santos como los que guardan los mandamientos y la fe de Yeshua es _____.,Apocalipsis $14:12$
¿Qué advierte Salmos $146:3$ sobre la confianza en líderes humanos?,"No confiar en príncipes ni en hijos de hombres, porque en ellos no hay salvación."
¿Qué tipo de extranjero es el $Guer$ en la Torá?,"Aquel que ha decidido acercarse y seguir al Elohim de Israel, dejando su pasado idolátrico."
¿Por qué es incorrecto decir que Yeshua es el Shabat para anular el día de reposo?,"Porque Yeshua es nuestro reposo espiritual ($Nuaj/Menuja$), pero el mandamiento del séptimo día permanece como señal perpetua."
¿Cuál es el objetivo de estudiar las porciones semanales de la Torá ($Parashot$)?,Extraer principios espirituales y enseñanzas verso a verso para aplicarlos a la fe mesiánica.
"Según la enseñanza, ¿qué es vivir en 'santidad'?","No seguir las costumbres del mundo, sino vivir separado conforme a las instrucciones del Eterno."