¿Qué significa literalmente la palabra hebrea terumá?,Contribución elevada u ofrenda alzada.
¿De qué raíz hebrea proviene la palabra terumá?,"La raíz room, que significa elevar, levantar o exaltar."
"Según Éxodo 25:8, ¿cuál es el propósito fundamental de construir el santuario (Mishcán)?",Que el Eterno habite en medio de Su pueblo.
"La expresión hebrea 'Beshajhanti Betoham' indica que el Eterno no habita en el santuario físico, sino _____.",Dentro de ellos (en el corazón del pueblo).
¿Cuál es el requisito indispensable para que una ofrenda sea considerada terumá según el texto?,Que nazca de la voluntad y disposición del corazón.
Concepto: Nediv livó,Corazón dispuesto o voluntario movido desde el interior transformado.
¿Qué representa el concepto de 'Abodakasha' vivido en Egipto?,"Servidumbre dura, opresión y motivación basada en el miedo o la carga."
"En el simbolismo bíblico del Mishcán, ¿qué representa el oro purificado por el fuego?",La fe perfeccionada y purificada a través de las pruebas y adversidades.
¿Con qué concepto espiritual está ligada la plata en el contexto de las ofrendas del Mishcán?,"El rescate, el precio de redención y la conciencia de ser comprado."
¿Qué dos procesos de purificación espiritual representa el bronce (o cobre)?,El arrepentimiento (Teshubá) y la limpieza por la Palabra (Torá).
¿Cuál es la función espiritual del color azul (Tejelet) en el simbolismo bíblico?,Servir como brújula espiritual que apunta al trono celestial y a los mandamientos.
¿Qué aspecto de la identidad del creyente simboliza el color púrpura?,"La dignidad real, la majestad y el linaje escogido."
¿Qué representa el color carmesí (rojo intenso) en el sistema de ofrendas?,El sacrificio y la expiación mediante el derramamiento de sangre.
"Según Apocalipsis 19:8, ¿qué simboliza específicamente el lino fino del santuario?",Las acciones justas de los santos (conducta compatible con la Torá).
¿Por qué la madera de acacia representa el proceso de transformación del carácter humano?,Porque es una madera de ramas torcidas que es procesada para ser recta y firme.
¿Qué función espiritual cumplían las pieles de animales limpios en el Tabernáculo?,Establecer cobertura y límites claros entre lo santo y lo profano.
Las piedras del Efod con los nombres de las tribus simbolizan que el creyente es parte de una _____.,Identidad corporativa o comunidad de pacto (Israel).
¿De dónde obtuvo el pueblo de Israel originalmente los materiales preciosos para la terumá?,De Egipto (fueron recursos redimidos tras la esclavitud).
Concepto: Tafnit,"El diseño, patrón o estructura celestial que debe replicarse con exactitud en la tierra."
"Según Juan 14:23, ¿cuál es la condición para que el Padre y el Hijo hagan morada en una persona?",Guardar y obedecer Su palabra (Sus mandamientos).
¿Qué significa que el Mesías es la 'principal piedra del ángulo' en la construcción espiritual?,Que es el fundamento sobre el cual se edifica toda la estructura del cuerpo mesiánico.
"En el pensamiento bíblico, ¿qué son los 'Mishpatim'?","Actos de rectitud, juicios justos o leyes de convivencia social."
¿Por qué el Eterno calificó de abominación las fiestas y sacrificios de Israel en Isaías 1?,Por la hipocresía de realizar ritos externos mientras el corazón persistía en la maldad.
"Según Santiago 2:10, ¿qué ocurre si una persona guarda toda la ley pero ofende en un solo punto?",Se hace culpable de haber transgredido toda la Torá.
¿Qué implica 'hacer acepción de personas' según la Torá y la carta de Santiago?,Cometer pecado al discriminar o favorecer a alguien por su riqueza o estatus.
La palabra hebrea 'Kadosh' se relaciona con el término 'Migdash' (santuario) y significa _____.,"Apartado, consagrado o santificado."
¿Qué simboliza el acto de despojar a los egipcios antes de la construcción del Mishcán?,La redención de recursos del mundo para ser elevados al servicio del Creador.
¿Qué representa el 'fuego' del crisol en la vida del creyente en relación con el oro?,Las aflicciones y pruebas necesarias para remover las impurezas del carácter.
La fuente de bronce en el Mishcán representa la necesidad de ser lavados continuamente por _____.,El poder purificador de la Palabra del Eterno.
¿Cómo se define el arrepentimiento bíblico (Teshubá) en relación con el metal de bronce?,Soportar el fuego del juicio propio para destruir el pecado y volver a la pureza.
¿Qué recordatorio físico tienen los cordones azules (Tsitsit) en los bordes de los vestidos?,Mirar los mandamientos de Adonay para ponerlos por obra.
¿Cuál es la diferencia fundamental entre un esclavo y un hombre libre respecto a la ofrenda?,El hombre libre posee la capacidad y dignidad de dar voluntariamente.
¿Qué representan las 'piedras vivas' mencionadas en la Primera Epístola de Pedro?,A los creyentes que juntos edifican la casa espiritual del Eterno.
"En Jeremías 31:33, ¿dónde promete el Eterno escribir Su ley bajo el nuevo pacto?",En la mente y en el corazón de Su pueblo.
¿Qué significa que Yeshua limpió nuestra conciencia de 'obras muertas'?,Que Su sacrificio nos libera del peso del pecado para servir activamente al Elohim vivo.
La madera de acacia es llamada 'shitim'; ¿qué sugiere su raíz 'shotet' respecto al proceso humano?,El proceso de ser flagelado o azotado (disciplinado) para ser útil en la obra divina.
"¿Por qué el lino fino del santuario no proviene de animales, sino de una planta terrestre?",Para representar la pureza que nace de un proceso riguroso de cultivo y limpieza.
¿Qué diferencia al 'Pesaj bíblico' del concepto rabínico moderno según el estudio?,El bíblico enfatiza el sacrificio del cordero el día 14 de Abib (preparación).
¿A qué hora aproximada del día 14 de Abib debía ser inmolado el cordero de Pesaj?,Entre las dos tardes (aproximadamente a las 3 de la tarde).
"Según la profecía de Jeremías 3:16, ¿qué reemplazará simbólicamente al Arca del Pacto?",La ciudad de Jerusalén como el trono manifestado del Eterno.
¿Qué es la 'apostasía' mencionada en Segunda de Tesalonicenses 2:3?,La deserción de la verdad y el rechazo deliberado a la Torá.
¿Qué representa el 'Hombre de Pecado' en el contexto de la apostasía final?,Un sistema o líder que encarna la desobediencia y se opone a la autoridad de Elohim.
¿Cuál es el propósito pedagógico de los planos físicos del Mishcán?,Hacer observables y comprensibles realidades espirituales invisibles.
¿Qué significa que la obediencia bajo el nuevo pacto sea motivada por amor?,Que es una respuesta de gratitud interna y no una carga impuesta por miedo.
La 'restitución al agraviado' es un mandamiento de la Torá necesario para que el _____ sea completo.,Arrepentimiento (Teshubá).
¿Qué simbolizan las 'hierbas amargas' consumidas junto al cordero de Pesaj?,La amargura de la esclavitud espiritual y física de la cual fuimos liberados.
¿Qué es un 'Netiv' y cómo se relaciona con el proceso de la madera de acacia?,Es una vereda o senda que el Eterno endereza para cumplir un propósito santo.
"El concepto de ser 'luz del mundo' se manifiesta mediante la realización de las _____, definidas como los mandamientos.",Buenas obras.
¿Por qué es vital seguir el diseño exacto (Tafnit) en la vida espiritual del discípulo?,Porque no hay margen para la innovación humana; se debe replicar el modelo del Rey.
"¿Qué revela el uso jerárquico de metales (oro, plata, bronce) en el Tabernáculo?",Diferentes niveles de santidad y cercanía en el acercamiento a la Presencia Divina.
¿Qué principio reconoce el rey David en 1 Crónicas 29:14 al ofrendar para el Templo?,Que todo le pertenece a Adonay y solo devolvemos lo que recibimos de Su mano.
"La mentalidad de esclavo se caracteriza por el miedo a la _____, mientras que la del hijo se basa en la abundancia.",Escasez.
¿Qué transforma un objeto terrenal y común en una ofrenda 'Terumá'?,El acto de elevarlo y consagrarlo exclusivamente para el uso del Eterno.
"Según Deuteronomio 8:18, ¿quién otorga al ser humano el poder para generar riquezas?","Adonay, con el fin de confirmar Su pacto."
La palabra hebrea 'Corván' (ofrenda) tiene como significado literal _____.,Acercamiento.
¿Por qué la comunidad es esencial para ser considerados el templo del Espíritu?,Porque las piedras vivas deben estar unidas para formar una casa espiritual.
"La identidad real del creyente (púrpura) implica que ya no actúa como esclavo, sino como _____ del Rey.",Embajador.
¿Qué significa servir con un corazón 'indiviso' en el contexto de la terumá?,Que las intenciones internas y las acciones externas son una sola en obediencia.
"En Isaías 1, ¿qué tipo de manos son descritas como 'llenas de sangre' ante el Eterno?",Aquellas que practican ritos religiosos pero cometen injusticias contra el prójimo.
¿Qué define a la 'Justicia del Reino' según las enseñanzas de Yeshua?,La rectitud y el cumplimiento de la Torá desde una motivación interna pura.
¿Cómo se vincula el rito de la vaca roja con la obra de Yeshua?,Yeshua es el cumplimiento que limpia la conciencia de la contaminación de la muerte.
¿Por qué el Shabbat es considerado una 'señal' entre el Creador y Su pueblo?,Porque aparta al hombre de lo ordinario para reconocer la soberanía de Adonay.
¿Qué implica para la conducta diaria que el creyente sea habitación del 'Rua Jakodesh'?,Que cada acción y pensamiento debe reflejar la santidad del Huésped divino.
¿Cuál es la consecuencia espiritual de ignorar al huérfano y a la viuda?,La desconexión espiritual y el rechazo divino a la oración y el culto.
El 'incienso aromático' del santuario representa simbólicamente las _____ de los santos.,Oraciones.
¿Qué significa que el Eterno es el 'Arquitecto' y nosotros los 'Constructores' de Su morada?,Que debemos obedecer Sus instrucciones precisas sin alterarlas por conveniencia humana.
La frase 'vuestro cuerpo es templo del Espíritu' implica que el creyente ya no es _____ de su propia vida.,Dueño.
¿Por qué la terumá de cada persona es necesaria para el cuerpo mesiánico?,Porque cada recurso y talento elevado contribuye a la edificación del Reino.